-2.775830626487731934e-01 1.260030865669250488e-01 1.466449350118637085e-02 9.363014250993728638e-04 3.668957157060503960e-03 1.755327545106410980e-02 -9.998388290405273438e-01
-2.775546014308929443e-01 1.259523481130599976e-01 1.472953520715236664e-02 1.767491456121206284e-03 3.120911540463566780e-03 1.629018038511276245e-02 -9.998609423637390137e-01
-2.775012254714965820e-01 1.259783804416656494e-01 1.472369395196437836e-02 1.553219626657664776e-03 3.209928283467888832e-03 1.683489978313446045e-02 -9.998519420623779297e-01
-2.775588631629943848e-01 1.260038167238235474e-01 1.469644811004400253e-02 7.608809391967952251e-04 3.615609603002667427e-03 1.770663633942604065e-02 -9.998363852500915527e-01
-2.775681912899017334e-01 1.259377449750900269e-01 1.472696010023355484e-02 1.637194072827696800e-03 3.286322113126516342e-03 1.657691411674022675e-02 -9.998559355735778809e-01
-2.775769829750061035e-01 1.259237527847290039e-01 1.473117526620626450e-02 1.775596407242119312e-03 3.124251728877425194e-03 1.638617180287837982e-02 -9.998593330383300781e-01
-2.775852978229522705e-01 1.260073184967041016e-01 1.467238273471593857e-02 7.949800929054617882e-04 3.642123658210039139e-03 1.767955161631107330e-02 -9.998367428779602051e-01
-2.775674462318420410e-01 1.259229183197021484e-01 1.473175827413797379e-02 1.729305833578109741e-03 3.054108703508973122e-03 1.649345457553863525e-02 -9.998578429222106934e-01
-2.775109112262725830e-01 1.260083317756652832e-01 1.474697049707174301e-02 1.935050357133150101e-03 2.923782216385006905e-03 1.704073138535022736e-02 -9.998486638069152832e-01
-2.775804102420806885e-01 1.259198933839797974e-01 1.472128555178642273e-02 1.787889515981078148e-03 3.266374347731471062e-03 1.636384241282939911e-02 -9.998592138290405273e-01
-2.775210738182067871e-01 1.260176450014114380e-01 1.476705074310302734e-02 1.895474037155508995e-03 2.876408398151397705e-03 1.710766553878784180e-02 -9.998478293418884277e-01
-2.775976955890655518e-01 1.260001063346862793e-01 1.468483917415142059e-02 8.966045570559799671e-04 3.640078706666827202e-03 1.760059036314487457e-02 -9.998381733894348145e-01
-2.775775492191314697e-01 1.259140521287918091e-01 1.471709460020065308e-02 1.776252523995935917e-03 3.185292938724160194e-03 1.632021367549896240e-02 -9.998602271080017090e-01
-2.775108814239501953e-01 1.259842067956924438e-01 1.473291032016277313e-02 1.634363201446831226e-03 3.071959828957915306e-03 1.666002906858921051e-02 -9.998551607131958008e-01
-2.775673270225524902e-01 1.259442865848541260e-01 1.472671236842870712e-02 1.703045913018286228e-03 3.185713663697242737e-03 1.638014614582061768e-02 -9.998593926429748535e-01
-2.775573134422302246e-01 1.259455382823944092e-01 1.472436822950839996e-02 1.695008249953389168e-03 3.355981083586812019e-03 1.651126146316528320e-02 -9.998567104339599609e-01
-2.775463759899139404e-01 1.259263455867767334e-01 1.473273709416389465e-02 1.769649679772555828e-03 3.340441035106778145e-03 1.645879819989204407e-02 -9.998574852943420410e-01
-2.775766253471374512e-01 1.260183304548263550e-01 1.467299461364746094e-02 8.444736013188958168e-04 3.799507860094308853e-03 1.767390780150890350e-02 -9.998363256454467773e-01
-2.775572538375854492e-01 1.259403973817825317e-01 1.472649257630109787e-02 1.857598079368472099e-03 3.222122788429260254e-03 1.648795232176780701e-02 -9.998571872711181641e-01
-2.775514423847198486e-01 1.259370595216751099e-01 1.471782661974430084e-02 1.693161670118570328e-03 3.118332475423812866e-03 1.648644544184207916e-02 -9.998578429222106934e-01
-2.775456905364990234e-01 1.259409040212631226e-01 1.471968647092580795e-02 1.661082496866583824e-03 3.188014961779117584e-03 1.653857342898845673e-02 -9.998568296432495117e-01
-2.775608003139495850e-01 1.260655224323272705e-01 1.460028626024723053e-02 -2.019527601078152657e-04 4.482787568122148514e-03 1.846047863364219666e-02 -9.998195767402648926e-01
-2.775370478630065918e-01 1.259336918592453003e-01 1.470911968499422073e-02 1.748180016875267029e-03 3.145203460007905960e-03 1.644643023610115051e-02 -9.998582601547241211e-01
-2.775506377220153809e-01 1.259372830390930176e-01 1.472070813179016113e-02 1.750831142999231815e-03 3.171572228893637657e-03 1.631601899862289429e-02 -9.998603463172912598e-01
-2.775541245937347412e-01 1.259349435567855835e-01 1.473434176295995712e-02 1.595901208929717541e-03 3.264995990321040154e-03 1.640364341437816620e-02 -9.998588562011718750e-01
-2.775616347789764404e-01 1.259425580501556396e-01 1.472251396626234055e-02 1.802383223548531532e-03 3.051175037398934364e-03 1.627034321427345276e-02 -9.998614192008972168e-01
-2.775568664073944092e-01 1.259502917528152466e-01 1.473590359091758728e-02 1.763013890013098717e-03 3.116406267508864403e-03 1.637646555900573730e-02 -9.998595714569091797e-01
-2.775526642799377441e-01 1.259338855743408203e-01 1.471276767551898956e-02 1.565251848660409451e-03 3.303670557215809822e-03 1.644193567335605621e-02 -9.998581409454345703e-01
-2.775525450706481934e-01 1.259164810180664062e-01 1.472956407815217972e-02 1.594603876583278179e-03 3.146101720631122589e-03 1.639886572957038879e-02 -9.998593926429748535e-01
-2.775504589080810547e-01 1.259413957595825195e-01 1.473723258823156357e-02 1.680187066085636616e-03 3.062422620132565498e-03 1.638611778616905212e-02 -9.998596906661987305e-01
-2.775541841983795166e-01 1.259535551071166992e-01 1.472075656056404114e-02 1.706305774860084057e-03 3.160317661240696907e-03 1.645742170512676239e-02 -9.998582005500793457e-01
-2.775802612304687500e-01 1.259994506835937500e-01 1.468152925372123718e-02 8.714289288036525249e-04 3.939716145396232605e-03 1.779154874384403229e-02 -9.998336434364318848e-01
-2.775468230247497559e-01 1.259419918060302734e-01 1.472566835582256317e-02 1.727901049889624119e-03 3.184137633070349693e-03 1.646467857062816620e-02 -9.998579621315002441e-01
-2.775977849960327148e-01 1.260014772415161133e-01 1.464242022484540939e-02 1.986591145396232605e-03 1.391385681927204132e-03 1.511556841433048248e-02 -9.998828172683715820e-01
-2.775507569313049316e-01 1.259404569864273071e-01 1.472994219511747360e-02 1.675563980825245380e-03 3.108249511569738388e-03 1.647432707250118256e-02 -9.998581409454345703e-01
-2.776127755641937256e-01 1.260014325380325317e-01 1.462901011109352112e-02 1.945706550031900406e-03 1.535981427878141403e-03 1.503771077841520309e-02 -9.998838901519775391e-01
-2.776201367378234863e-01 1.260029375553131104e-01 1.464262418448925018e-02 2.035222714766860008e-03 1.336385845206677914e-03 1.497167255729436874e-02 -9.998850226402282715e-01
-2.776109278202056885e-01 1.259853094816207886e-01 1.464713830500841141e-02 2.086048712953925133e-03 1.348825637251138687e-03 1.514165196567773819e-02 -9.998822808265686035e-01
-2.776303291320800781e-01 1.260756254196166992e-01 1.456648670136928558e-02 1.320181996561586857e-03 1.945925760082900524e-03 1.649220660328865051e-02 -9.998612999916076660e-01
-2.776224613189697266e-01 1.260751038789749146e-01 1.460070256143808365e-02 1.216543954797089100e-03 1.899481751024723053e-03 1.626364327967166901e-02 -9.998652338981628418e-01
-2.776029407978057861e-01 1.260264664888381958e-01 1.462452113628387451e-02 2.188765211030840874e-03 1.381576759740710258e-03 1.514074578881263733e-02 -9.998820424079895020e-01
-2.775450050830841064e-01 1.259595155715942383e-01 1.472275424748659134e-02 1.677622785791754723e-03 3.211909439414739609e-03 1.659115590155124664e-02 -9.998558163642883301e-01
-2.775794863700866699e-01 1.259331852197647095e-01 1.471667736768722534e-02 1.692662481218576431e-03 3.289066487923264503e-03 1.645713485777378082e-02 -9.998577833175659180e-01
-2.776213586330413818e-01 1.260088086128234863e-01 1.462420541793107986e-02 1.975966617465019226e-03 1.525235362350940704e-03 1.515077054500579834e-02 -9.998821020126342773e-01
-2.776210904121398926e-01 1.260624825954437256e-01 1.458808220922946930e-02 1.245102961547672749e-03 1.917368848808109760e-03 1.648937910795211792e-02 -9.998614788055419922e-01
-2.775830626487731934e-01 1.260002553462982178e-01 1.467069890350103378e-02 9.136796579696238041e-04 3.603262361139059067e-03 1.756420545279979706e-02 -9.998388886451721191e-01
-2.775558531284332275e-01 1.259282827377319336e-01 1.472469232976436615e-02 1.695146900601685047e-03 3.258742624893784523e-03 1.644268631935119629e-02 -9.998581409454345703e-01
-2.776148617267608643e-01 1.259901821613311768e-01 1.462728809565305710e-02 2.083116909489035606e-03 1.235496252775192261e-03 1.504043582826852798e-02 -9.998839497566223145e-01
-2.775799930095672607e-01 1.260676085948944092e-01 1.458720676600933075e-02 1.149631221778690815e-03 1.846906030550599098e-03 1.660580933094024658e-02 -9.998597502708435059e-01
-2.775509059429168701e-01 1.259401589632034302e-01 1.473455876111984253e-02 1.558095333166420460e-03 3.517029806971549988e-03 1.649607159197330475e-02 -9.998565316200256348e-01
-2.776062488555908203e-01 1.259839981794357300e-01 1.466160174459218979e-02 1.999258063733577728e-03 1.303415396250784397e-03 1.511102169752120972e-02 -9.998830556869506836e-01
